unit -> angles in degrees;
Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West;Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis;Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis;
Timestamp;Azimuth;Pitch;Roll;
2.695044;45.674316;-77.00033;14.899111;
2.7000184;45.887054;-76.75516;15.655337;
2.7051454;46.118927;-76.551506;16.463964;
2.7101195;46.33078;-76.399155;17.277842;
2.7151551;46.53717;-76.28808;18.124077;
2.7201903;46.71277;-76.21601;18.990257;
2.7252867;46.8526;-76.17615;19.880827;
2.730261;46.93634;-76.16527;20.759474;
2.7352967;46.987396;-76.177635;21.653175;
2.740332;46.99179;-76.20725;22.554094;
2.7454283;46.946625;-76.256096;23.477434;
2.750403;46.828766;-76.33473;24.399483;
2.7554383;46.688812;-76.46429;25.35268;
2.7604737;46.57611;-76.65514;26.314205;
2.7655702;46.543823;-76.894844;27.282217;
2.7705445;46.52722;-77.138954;28.221344;
2.77558;46.465637;-77.340096;29.175299;
2.7805848;46.269836;-77.45604;30.141943;
2.7857118;45.93524;-77.4787;31.168488;
2.7906861;45.468903;-77.42114;32.233208;
2.795752;44.907684;-77.291985;33.42873;
2.8007264;44.25412;-77.10286;34.75043;
